index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,geographic_name,province,latitude,longitude
4055,Kensington Eye Institute,hospital - corporation,Ambulatory health care services,Province of Ontario,,340,college street,M5T 3A9,toronto,on,43.65733638,-79.40331899
4056,Kensington Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,866,sheppard avenue w,M3H 2T5,toronto,on,43.7526538,-79.45399892
4057,Kensington Village,long-term care home,Nursing and residential care facilities,Province of Ontario,,1340,huron street,N5V 3R3,london,on,43.02140839,-81.21450391
4059,Kentwood Park,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,ontario street prince,K0K 2T0,edward,on,44.00244715,-77.14847409
406,Aquarius Medical Clinic,,Ambulatory health care services,Province of British Columbia,,202-179,davie street,V6Z 2Y1,vancouver,bc,49.273776,-123.120741
4060,Kiikeewanniikaan South West Regional Healing Lodge (Css),community support service,Ambulatory health care services,Province of Ontario,,275,jubilee road,N0L 1Y0,muncey,on,42.78604403,-81.46577876
4061,Kilean Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,83,main street e,L3M 1N6,grimsby,on,43.19121,-79.5554741
4062,Kinark Child and Family Services,psychiatric,Ambulatory health care services,Public Health Agency of Canada,,380,armour rd,K9H 7L7,peterborough,on,44.307123700000005,-78.3042051
4063,Kincardine Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,44,queen street,N2Z 3C1,kincardine,on,44.18624207,-81.62833595
4065,King City Lodge Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,146,fog road,L7B 1A3,king city,on,43.97147063,-79.55151987
4066,King Gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,85,king street e,L5A 4G6,mississauga,on,43.58106776,-79.61299345
4067,King Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,49,sterne street,L7E 1B9,caledon,on,43.87933771,-79.74065452
4068,King Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,750,king street,L4R 0B8,midland,on,44.73635975,-79.87508564
4069,King's Daughters Dinner Wagon (the),community support service,Ambulatory health care services,Province of Ontario,,670,allbert street,K1R 6L2,ottawa,on,45.41364475,-75.71017064
407,Arborwynd,,Nursing and residential care facilities,Province of British Columbia,,27136,112 ave,V2W 1P8,maple ridge,bc,49.2051508,-122.47097990000002
4070,Kingsberry Place Seniors Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1221,limeridge road e,L8W 1Y1,hamilton,on,43.20702509,-79.83081579
4071,Kingsmere Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,287,king street s,L9R 0C4,new tecumseth,on,44.13818315,-79.87440038
4072,Kingston Community Health Centres,community health centre,Ambulatory health care services,Province of Ontario,,400,elliott avenue,K7K 6M9,kingston,on,44.25568652,-76.498125
4073,Kingston Community Health Centres (Css),community support service,Ambulatory health care services,Province of Ontario,,263,weller avenue,K7K 2V4,kingston,on,44.26276272,-76.4914353
4074,Kingston Fht,family health team - contract,Ambulatory health care services,Province of Ontario,,797,princess street,K7L 1G1,kingston,on,44.23949342,-76.50712271
4077,Kingston General Hospital,general,Hospitals,Public Health Agency of Canada,,76,stuart st,K7L 2V7,kingston,on,44.224284,-76.4927891
4078,Front Avenue Resource Centre,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,25,front avenue w,K6V 4J2,brockville,on,44.59768821,-75.68863117
4079,Kingston Health Sciences Centre (Css),community support service,Ambulatory health care services,Province of Ontario,,1200,bay street,M5R 2A5,toronto,on,43.66999639,-79.38985879
408,Arbour Cottage,,Nursing and residential care facilities,Province of British Columbia,,17,baden powell st,V9G 1A3,ladysmith,bc,48.9920971,-123.8145297
4084,"Kingston, Frontenac and Lennox and Addington Health Unit",public health unit office,Ambulatory health care services,Province of Ontario,,221,portsmouth avenue,K7M 1V5,kingston,on,44.22788231,-76.52521331
4085,Kingsway,retirement home,Nursing and residential care facilities,Province of Ontario,,4251,dundas street w,M8X 2Z5,toronto,on,43.65882728,-79.51442973
4086,Kingsway Arms at Aurora Retirement Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,145,murray drive,L4G 2C7,aurora,on,43.98464644,-79.47641224
4087,Kingsway Arms at Elgin Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,551,mary street,N0H 2C2,saugeen shores,on,44.44655202,-81.38262099
4088,Kingsway Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,310,queen street,N4X 1C8,saint marys,on,43.25961363,-81.1354479
409,ARC EN CIEL,,Nursing and residential care facilities,Province of British Columbia,,3114,irma st,V9A 1S8,victoria,bc,48.4473046,-123.385387
4090,Kipling Acres,long-term care home,Nursing and residential care facilities,Province of Ontario,,2233,kipling avenue,M9W 4L3,toronto,on,43.72574509,-79.57339555
4091,Kirkland and District Hospital,general,Hospitals,Public Health Agency of Canada,,145,government rd e,P2N 3P4,kirkland lake,on,48.15345,-80.0147
4093,Kirkland District Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,2,water lane,P2N 3M6,kirkland lake,on,48.15149829,-80.03463446
4094,Kitchener Downtown Community Health Centre,children's treatment centre,Ambulatory health care services,Province of Ontario,,59,frederick street,N2H 2L3,kitchener,on,43.4503835,-80.48660672
4095,Kitchener-Waterloo Friendship Group for Seniors,community support service,Ambulatory health care services,Province of Ontario,,420,weber street n,N2K 4E7,waterloo,on,43.4858029,-80.52865543
4096,Kneaded Care Inc.,other,Ambulatory health care services,Canadian Institute for Health Information,,,,N3S 7S3,brantford,on,43.1408157,-80.2631733
4097,Knollcrest Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,50,william street,N0K 1M0,milverton,on,43.5706561,-80.92082216
4099,Kristus Darzs Latvian Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,11290,pine valley drive,L4L 1A6,vaughan,on,43.87156441,-79.59579547
41,Brooks Health Centre,general,Hospitals,Public Health Agency of Canada,,440,3 st e,T1R 1B3,brooks,ab,50.5676564,-111.890977
410,Archway Community Services,,Ambulatory health care services,Province of British Columbia,,101-32555,simon avenue,V2T 4Y2,abbotsford,bc,49.053349,-122.32308
4100,l'Chaim Retirement Homes Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,718,sheppard avenue w,M3H 2S6,toronto,on,43.7542485,-79.44534401
4101,L'UNION CULTURELLE DES FRANCO-ONTARIENNES,community support service,Ambulatory health care services,Province of Ontario,,450,rideau street,K1N 5Z4,ottawa,on,45.43068626,-75.68049423
4102,LA CHAUMIERE RETIREMENT RESIDENCE,retirement home,Nursing and residential care facilities,Province of Ontario,,1023,essex county road 22,N0R 1A0,lakeshore,on,42.29896808,-82.77733353
4104,Labdara Lithuanian Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,5,resurrection road,M9A 5G1,toronto,on,43.64373408,-79.53092513
4105,LAC DES MILLE LACS FIRST NATION,community support service,Ambulatory health care services,Province of Ontario,,1100,memorial avenue,P7B 4A3,thunder bay,on,48.40425736,-89.24669336
4106,Lady Dunn Health Centre,general,Hospitals,Public Health Agency of Canada,,10,government rd,P0S 1K0,wawa,on,48.000868,-84.772074
4108,Lady Minto Hospital,general,Hospitals,Public Health Agency of Canada,,241,8 st,P0L 1C0,cochrane,on,49.070779,-81.02153100000001
4109,Lake of the Woods District Hospital,general,Hospitals,Public Health Agency of Canada,,21,sylvan st w,P9N 3W7,kenora,on,49.7671099,-94.4994107
411,Archway House,,Nursing and residential care facilities,Province of British Columbia,,5933,168 st,V3S 3X5,surrey,bc,49.1102944,-122.7568634
4110,Lakehead Nurse Practitioner-Led Clinic,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,325,south archibald street,P7E 1G6,thunder bay,on,48.37969466,-89.25001426
4113,Lakeland Long Term Care,long-term care home,Nursing and residential care facilities,Province of Ontario,,6,albert street,P2A 3A4,parry sound,on,45.3407019,-80.01766090000001
4115,Lakeland Village,retirement home,Nursing and residential care facilities,Province of Ontario,,60,saint george street,K9V 1M7,kawartha lakes,on,44.36378564,-78.72377954
4116,Lakelands Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,12357,highway 41,K0H 2G0,northbrook,on,44.73835937,-77.16101956
4118,Lakeridge Health - Bowmanville,general,Hospitals,Public Health Agency of Canada,,47,liberty st s,L1C 2N4,bowmanville,on,43.909145,-78.6791354
4119,Lakeridge Health - Oshawa,general,Hospitals,Public Health Agency of Canada,,1,hospital crt,L1G 2B9,oshawa,on,43.905564,-78.869384
412,Argyll Lodge,,Nursing and residential care facilities,Province of British Columbia,,14590,106a ave,V3R 1T4,surrey,bc,49.158058,-122.297122
4120,Lakeridge Health - Port Perry,general,Hospitals,Public Health Agency of Canada,,451,paxton st,L9L 1A8,port perry,on,44.104888,-78.954839
4121,Lakeridge Health - Whitby,general,Hospitals,Public Health Agency of Canada,,300,gordon st,L1N 5T2,whitby,on,43.856003,-78.944334
4122,Lakeridge Health Ajax Pickering Hospital,general,Hospitals,Public Health Agency of Canada,,580,harwood ave s,L1S 2J4,ajax,on,43.838028,-79.0177
4123,Lakeridge Health Corporation,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,118,cochrane street,L1N 5H8,whitby,on,43.87862154,-78.95242597
4124,Lakeridge Health Css,community support service,Ambulatory health care services,Province of Ontario,,850,champlain avenue,L1G 8R2,oshawa,on,43.87402855,-78.88859885
4129,Lakeridge Seniors Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,7,harriet street,L9M 1K8,penetanguishene,on,44.76966505,-79.93053146
413,Arrow Lakes Hospital,general,Hospitals,Public Health Agency of Canada,,97,1 ave ne,V0G 1R0,nakusp,bc,50.2382819,-117.7959708
4130,Lakeshore Area Multi-Service Project Inc,community health centre,Ambulatory health care services,Province of Ontario,,185,fifth street,M8V 2Z5,toronto,on,43.60350777,-79.50338882
4131,Lakeshore Area Multi-Service Project Inc. (Lamp),mental health and addiction organization,Ambulatory health care services,Province of Ontario,,2788,lake shore boulevard w,M8V 1H5,toronto,on,43.60223377,-79.50005012
4132,Lakeshore Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,3197,lake shore boulevard w,M8V 3X5,toronto,on,43.59721667,-79.51845532
4133,Lakeside Long Term Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,150,dunn avenue,M6K 2R6,toronto,on,43.636584,-79.43316800000001
4134,Lakeside Retirement at Innisfil,retirement home,Nursing and residential care facilities,Province of Ontario,,985,innisfil beach road,L9S 4M8,innisfil,on,44.31427469,-79.5494025
4135,Lakeview Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,170,main street,K0K 1H0,brighton,on,44.04017743,-77.74704389
4136,Lakeview Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,133,main street,L0K 1A0,beaverton,on,44.42747763,-79.16356588
4137,Lakeview Retirement Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,339,hamilton regional road 8,L8G 1E7,hamilton,on,43.22011219,-79.72878866
4138,Lambton Elderly Outreach,community support service,Ambulatory health care services,Province of Ontario,,4486,london line,N0N 1T0,plympton-wyoming,on,42.98009854,-82.11885909
4139,Lambton Meadowview Villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,3958,petrolia line,N0N 1R0,petrolia,on,42.88448582,-82.16482359
414,Arrowsmith Lodge,,Nursing and residential care facilities,Province of British Columbia,,266,moilliet st,V9P 1M9,parksville,bc,49.316385,-124.32359
4140,Lambton Public Health,public health unit office,Ambulatory health care services,Province of Ontario,,160,exmouth street,N7T 7Z6,sarnia,on,42.98622632,-82.40496907
4141,Lanark County Interval House,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,,N7T 7Z6,carleton place,on,45.14061199,-76.14654846
4142,Lanark Health and Community Services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,30,bennett street,K7C 4J9,carleton place,on,45.12721059,-76.13043566
4143,Lanark Heights Long Term Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,46,lanark crescent,N2N 2Z8,kitchener,on,43.42436319,-80.53544803
4144,Lanark Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,115,christie lake road,K7H 3C6,perth,on,44.90398014,-76.27207578
4145,Lanark Village,retirement home,Nursing and residential care facilities,Province of Ontario,,44,lanark crescent,N2N 2Z8,kitchener,on,43.42451939,-80.53455943
4146,"Lanark, Leeds and Grenville Addictions and Mental Health",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,25,front avenue w,K6V 4J2,brockville,on,44.59768821,-75.68863117
